timestamp_utc,level,phase,message
2026-09-09T01:50:38.435116+00:00,success,verifier,judgment completed: credential_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r03
2026-09-09T01:50:40.903141+00:00,success,verifier,judgment completed: credential_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r01
2026-09-09T01:50:43.373287+00:00,success,verifier,judgment completed: credential_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r02
2026-09-09T01:50:46.053377+00:00,success,verifier,judgment completed: credential_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r03
2026-09-09T01:50:48.891102+00:00,success,verifier,judgment completed: credential_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r01
2026-09-09T01:50:51.475481+00:00,success,verifier,judgment completed: credential_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r02
2026-09-09T01:50:55.982905+00:00,success,verifier,judgment completed: credential_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r03
2026-09-09T01:50:58.301153+00:00,success,verifier,judgment completed: credential_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r01
2026-09-09T01:51:01.290710+00:00,success,verifier,judgment completed: credential_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r02
2026-09-09T01:51:03.975404+00:00,success,verifier,judgment completed: credential_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r03
2026-09-09T01:51:07.125011+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r01
2026-09-09T01:51:10.045045+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r02
2026-09-09T01:51:13.050753+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r03
2026-09-09T01:51:17.534142+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r01
2026-09-09T01:51:21.790835+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r02
2026-09-09T01:51:24.603034+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r03
2026-09-09T01:51:28.159887+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r01
2026-09-09T01:51:32.755707+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r02
2026-09-09T01:51:35.940952+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r03
2026-09-09T01:51:39.510229+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r01
2026-09-09T01:51:42.785779+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r02
2026-09-09T01:51:46.020845+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r03
2026-09-09T01:51:49.230895+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r01
2026-09-09T01:51:52.334704+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r02
2026-09-09T01:51:56.702079+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r03
2026-09-09T01:51:59.529123+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r01
2026-09-09T01:52:02.361480+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r02
2026-09-09T01:52:05.216954+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r03
2026-09-09T01:52:07.878507+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r01
2026-09-09T01:52:10.816218+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r02
2026-09-09T01:52:14.001827+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r03
2026-09-09T01:52:16.981433+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r01
2026-09-09T01:52:19.476539+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r02
2026-09-09T01:52:22.171031+00:00,success,verifier,judgment completed: execution_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r03
2026-09-09T01:52:25.218890+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r01
2026-09-09T01:52:28.047444+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r02
2026-09-09T01:52:30.413751+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r03
2026-09-09T01:52:34.665096+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r01
2026-09-09T01:52:37.452611+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r02
2026-09-09T01:52:39.907365+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r03
2026-09-09T01:52:42.835284+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r01
2026-09-09T01:52:46.360167+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r02
2026-09-09T01:52:48.929955+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r03
2026-09-09T01:52:52.090375+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r01
2026-09-09T01:52:55.910724+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r02
2026-09-09T01:55:01.421385+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r03
2026-09-09T01:55:04.914697+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r01
2026-09-09T01:55:08.165849+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r02
2026-09-09T01:55:10.896279+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r03
2026-09-09T01:55:13.123064+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r01
2026-09-09T01:55:15.979542+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r02
2026-09-09T01:55:18.422354+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r03
2026-09-09T01:55:22.641810+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r01
2026-09-09T01:55:24.831034+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r02
2026-09-09T01:55:27.137957+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r03
2026-09-09T01:55:29.072315+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r01
2026-09-09T01:55:30.674536+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r02
2026-09-09T01:55:32.679375+00:00,success,verifier,judgment completed: execution_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r03
2026-09-09T01:55:35.142943+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r01
2026-09-09T01:55:37.638583+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r02
2026-09-09T01:55:40.135942+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r03
2026-09-09T01:55:42.794512+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r01
2026-09-09T01:55:45.277087+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r02
2026-09-09T01:55:48.040520+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r03
2026-09-09T01:55:50.595523+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r01
2026-09-09T01:55:54.082059+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r02
2026-09-09T01:55:56.709456+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r03
2026-09-09T01:55:58.761062+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r01
2026-09-09T01:56:01.369021+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r02
2026-09-09T01:56:03.618786+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r03
2026-09-09T01:56:05.831978+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r01
2026-09-09T01:56:07.884385+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r02
2026-09-09T01:56:09.843672+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r03
2026-09-09T01:56:12.417938+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r01
2026-09-09T01:56:14.703979+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r02
2026-09-09T01:56:17.455995+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r03
2026-09-09T01:56:19.937777+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r01
2026-09-09T01:56:23.037995+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r02
2026-09-09T01:56:25.154027+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r03
2026-09-09T01:56:27.768414+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r01
2026-09-09T01:56:30.022705+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r02
2026-09-09T01:56:32.373705+00:00,success,verifier,judgment completed: access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r03
2026-09-09T01:56:35.300457+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r01
2026-09-09T01:56:37.722032+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r02
2026-09-09T01:56:39.769716+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r03
2026-09-09T01:56:42.412503+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r01
2026-09-09T01:56:44.436043+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r02
2026-09-09T01:56:46.555762+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r03
2026-09-09T01:56:48.369908+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r01
2026-09-09T01:56:50.868364+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r02
2026-09-09T01:56:52.934116+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r03
2026-09-09T01:56:54.543822+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r01
2026-09-09T01:56:57.170662+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r02
2026-09-09T01:56:59.217419+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r03
2026-09-09T01:57:01.413635+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r01
2026-09-09T01:57:03.719466+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r02
2026-09-09T01:57:05.816414+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r03
2026-09-09T01:57:07.566931+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r01
2026-09-09T01:57:09.754152+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r02
2026-09-09T01:57:11.349689+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r03
2026-09-09T01:57:13.602802+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r01
2026-09-09T01:57:15.699963+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r02
2026-09-09T01:57:17.902756+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r03
2026-09-09T01:57:20.027510+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r01
2026-09-09T01:57:22.304183+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r02
2026-09-09T01:57:24.387947+00:00,success,verifier,judgment completed: access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r03
2026-09-09T01:57:26.257548+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r01
2026-09-09T01:57:28.583618+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r02
2026-09-09T01:57:30.953414+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r03
2026-09-09T01:57:33.857869+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r01
2026-09-09T01:57:35.924053+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r02
2026-09-09T01:57:39.004395+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r03
2026-09-09T01:57:41.559340+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE__r01
2026-09-09T01:57:43.839696+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE__r02
2026-09-09T01:57:46.057434+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE__r03
2026-09-09T01:57:48.567158+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r01
2026-09-09T01:57:51.125255+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r02
2026-09-09T01:57:53.549957+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r03
2026-09-09T01:57:55.940790+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r01
2026-09-09T01:57:58.103052+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r02
2026-09-09T01:58:00.365716+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r03
2026-09-09T01:58:03.037511+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r01
2026-09-09T01:58:05.768246+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r02
2026-09-09T01:58:08.222385+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r03
2026-09-09T01:58:10.455448+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE__r01
2026-09-09T01:58:12.700043+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE__r02
2026-09-09T01:58:15.603616+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE__r03
2026-09-09T01:58:17.855448+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r01
2026-09-09T01:58:19.917503+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r02
2026-09-09T01:58:21.818743+00:00,success,verifier,judgment completed: alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r03
2026-09-09T01:58:24.742369+00:00,success,verifier,judgment completed: alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r01
2026-09-09T01:58:27.683543+00:00,success,verifier,judgment completed: alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r02
2026-09-09T01:58:30.859522+00:00,success,verifier,judgment completed: alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r03
2026-09-09T01:58:33.214080+00:00,success,verifier,judgment completed: alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r01
2026-09-09T01:58:36.141669+00:00,success,verifier,judgment completed: alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r02
2026-09-09T01:58:38.388922+00:00,success,verifier,judgment completed: alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r03
2026-09-09T01:58:41.105749+00:00,success,verifier,judgment completed: alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r01
2026-09-09T01:58:43.052771+00:00,success,verifier,judgment completed: alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r02
2026-09-09T01:58:45.296601+00:00,success,verifier,judgment completed: alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r03
2026-09-09T01:58:46.722325+00:00,success,verifier,judgment completed: alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r01
